SM_ITEM|SM_DEST|SM_DEST_5ZIP|SM_SRC|SM_SRC_5ZIP|SM_ET|SM_QTY|SM_RANK|SM_P1|SM_COST|SM1_RANK|SM1_SRC|SM1_SRC_5ZIP|SM1_QTY|SM1_COST|P1_TOTALCOST|SM1_TOTALCOST|LOSS
4055RUPLUS|4000263208|56744|US2U|58102|VN|1|2|1|1.003|1|USK5|55428|1|1.646|1.003|1.646|-0.643
4055RUPLUS|4000263233|62025|UT44|63114|VN|0|4|1|0.769|1|UT35|38672|1144|1.081|879.736|1236.664|-356.928
4055RUPLUS|4000263383|45050|USG8|45011|VN|0|2|1|0.629|1|US8Y|43207|5|0.665|3.145|3.325|-0.18
4055RUPLUS|4000263588|95316|UT43|95377|VN|0|3|1|1.198|1|UT45|85353|46|1.481|55.108|68.126|-13.018
4055RUPLUS|4000263668|76131|US85|75235|VN|0|3|1|0.625|1|USYN|78220|11182|0.738|6988.75|8252.316|-1263.566
4055RUPLUS|4000263695|90650|UT2J|90660|VN|2|3|1|0.356|1|UT45|85353|6|0.696|2.136|4.176|-2.04
4055RUPLUS|4000263816|74104|US8S|73131|VN|0|3|1|0.777|1|USIL|75662|288|1.17|223.776|336.96|-113.184
4055RUPLUS|4000263819|95330|USYD|95330|VN|0|5|1|0.394|1|UT2W|95691|3882|0.606|1529.508|2352.492|-822.984
4055RUPLUS|4000263820|95330|USOZ|95358|VN|0|3|1|0.483|1|USIB|95691|3|0.606|1.449|1.818|-0.369
4055RUPLUS|4000263820|95330|USOZ|95358|VN|0|3|1|0.483|1|UT2W|95691|3|0.606|1.449|1.818|-0.369
4055RUPLUS|4000263850|91752|USE1|91761|VN|0|5|1|0.4|1|US36|84737|45|0.417|18|18.765|-0.765
4055RUPLUS|4000264006|41016|USG8|45011|VN|0|3|1|0.519|1|USKZ|30336|3340|0.9|1733.46|3006|-1272.54
4055RUPLUS|4000264646|84404|UT3E|84321|VN|0|3|1|0.704|1|USKM|84104|1078|0.733|758.912|790.174|-31.262
4055RUPLUS|4000264833|28054|USUA|28216|VN|0|2|1|0.755|1|USYJ|28105|2553|0.773|1927.515|1973.469|-45.954
4055RUPLUS|4000264847|93444|UT2Q|93308|FB|0|2|1|1.125|1|UT2J|90660|707|1.175|795.375|830.725|-35.35
4055RUPLUS|4000264906|43832|USJR|08085|VN|0|2|1|0.788|1|USI8|25405|3576|0.933|2817.888|3336.408|-518.52
4055RUPLUS|4000265171|26003|USH3|15056|VN|22|2|1|0.899|1|USI8|25405|108|1.2|97.092|129.6|-32.508
4055RUPLUS|4000265717|65591|USE2|65802|VN|0|2|1|0.947|1|USIF|65251|3|0.994|2.841|2.982|-0.141
4055RUPLUS|4000265981|45241|USG8|45011|VN|0|2|1|0.6|1|US8Y|43207|13|0.625|7.8|8.125|-0.325
4055RUPLUS|4000265994|30904|UT11|29047|VN|0|3|1|0.916|1|USYX|30567|6|0.944|5.496|5.664|-0.168
4055RUPLUS|4000266117|94103|UT43|95377|VN|0|2|1|0.933|1|USKR|89434|10|0.983|9.33|9.83|-0.5
4055RUPLUS|4000266174|94954|UT2W|95691|VN|0|2|1|0.932|1|USKR|89434|14|0.97|13.048|13.58|-0.532
4055RUPLUS|4000266298|93444|UT2Q|93308|FB|0|2|1|1.125|1|UT2J|90660|981|1.175|1103.625|1152.675|-49.05
4055RUPLUS|4000266300|48207|USVI|48150|VN|0|4|1|0.904|1|UT55|43110|992|1.063|896.768|1054.496|-157.728
4055RUPLUS|4000266559|93221|UT3A|93725|FB|0|3|1|0.771|1|USE1|91761|1|1.177|0.771|1.177|-0.406
4055RUPLUS|4000266627|61006|USNH|61008|VN|0|2|1|0.7|1|USQ4|60163|274|0.729|191.8|199.746|-7.946
4055RUPLUS|4000266694|53224|US8Z|53110|VN|0|2|1|0.623|1|USQ4|60163|1158|0.625|721.434|723.75|-2.316
4055RUPLUS|4000266834|93221|UT3A|93725|VN|86|4|1|0.771|1|USZX|91761|172|1.177|132.612|202.444|-69.832
4055RUPLUS|4000267077|54981|USFD|54115|VN|21|2|1|0.546|1|USRE|54660|31|0.79|16.926|24.49|-7.564
4055RUPLUS|4000267260|41051|USG8|45011|VN|0|2|1|0.89|1|USIN|45371|4354|0.926|3875.06|4031.804|-156.744
4055RUPLUS|4000267499|14467|USFC|14623|VN|28|2|1|0.857|1|UT73|13057|138|0.922|118.266|127.236|-8.97
4055RUPLUS|4000267677|75212|USGA|75227|VN|0|3|1|0.633|1|USYN|78220|1356|0.694|858.348|941.064|-82.716
4055RUPLUS|4000267847|78580|USNI|78550|VN|4|2|1|0.833|1|US1Q|78218|5|1.006|4.165|5.03|-0.865
4055RUPLUS|4000267848|76106|US8R|76177|VN|0|4|1|0.74|1|US1Q|78218|767|0.869|567.58|666.523|-98.943
4055RUPLUS|4000267918|94603|UT43|95377|VN|0|3|1|0.521|1|USIB|95691|0|0.646|0|0|0
4055RUPLUS|4000268121|44143|USFK|44139|VN|0|2|1|0.686|1|USIX|43701|2|0.812|1.372|1.624|-0.252
4055RUPLUS|4000268433|93668|UT3A|93725|FB|0|3|1|0.827|1|UT2J|90660|205|1.227|169.535|251.535|-82
4055RUPLUS|4000268522|84645|USKM|84104|VN|382|2|1|0.914|1|USIJ|84790|1405|1.381|1284.17|1940.305|-656.135
4055RUPLUS|4000269180|47130|USA4|40118|VN|57|2|1|0.879|1|USNQ|42101|85|0.961|74.715|81.685|-6.97
4055RUPLUS|4000269181|14411|USFC|14623|VN|116|2|1|0.99|1|USJO|12078|465|1.108|460.35|515.22|-54.87
4055RUPLUS|4000269329|94601|UT43|95377|FB|0|2|1|1.049|1|USKR|89434|256|1.128|268.544|288.768|-20.224
4055RUPLUS|4000269344|18969|USIK|18011|VN|0|3|1|0.819|1|USIR|21230|25|0.861|20.475|21.525|-1.05
4055RUPLUS|4000269505|61085|USNH|61008|VN|0|2|1|0.797|1|USR4|60450|696|0.89|554.712|619.44|-64.728
4055RUPLUS|4000269865|60712|USQ4|60163|VN|0|4|1|0.697|1|UT3C|46241|168|0.929|117.096|156.072|-38.976
4055RUPLUS|4000270582|43013|US8Y|43207|VN|421|2|1|0.667|1|USIR|21230|2105|0.917|1404.035|1930.285|-526.25
4055RUPLUS|4000270936|60433|USIE|60446|VN|0|2|1|0.654|1|USXU|46705|739|0.767|483.306|566.813|-83.507
4055RUPLUS|4000271053|95354|UT43|95377|FB|0|3|1|0.525|1|UT2W|95691|968|0.629|508.2|608.872|-100.672
4055RUPLUS|4000271063|47561|UT3C|46241|VN|0|3|1|0.972|1|USNQ|42101|1251|1.06|1215.972|1326.06|-110.088
4055RUPLUS|4000271315|73105|USKL|73114|VN|0|2|1|0.845|1|USIM|73401|422|0.938|356.59|395.836|-39.246
4055RUPLUS|4000271364|19975|USXK|08007|VN|0|2|1|0.878|1|USIR|21230|157|0.932|137.846|146.324|-8.478
4055RUPLUS|4000271659|90040|UT2J|90660|VN|93|2|1|0.438|1|UT1A|85043|463|0.667|202.794|308.821|-106.027
4055RUPLUS|4000271745|60525|USQ4|60163|VN|0|3|1|0.621|1|USOA|48917|1810|0.856|1124.01|1549.36|-425.35
4055RUPLUS|4000271894|75211|USGA|75227|VN|0|3|1|0.644|1|USG5|78218|109|0.744|70.196|81.096|-10.9
4055RUPLUS|4000272068|94588|UT43|95377|VN|0|2|1|0.908|1|USKR|89434|374|0.974|339.592|364.276|-24.684
4055RUPLUS|4000272323|92324|USKI|91752|VN|0|3|1|0.594|1|UT45|85353|7461|0.865|4431.834|6453.765|-2021.931
4055RUPLUS|4000272815|44202|USFK|44139|VN|0|2|1|0.677|1|USIX|43701|151|0.804|102.227|121.404|-19.177
4055RUPLUS|4000273124|95133|UT43|95377|VN|0|2|1|0.927|1|USKR|89434|252|1.026|233.604|258.552|-24.948
4055RUPLUS|4000273151|45066|USG8|45011|VN|0|3|1|0.729|1|UT74|24019|174|1.156|126.846|201.144|-74.298
4055RUPLUS|4000273335|95020|UT43|95377|FB|0|3|1|0.906|1|US6P|93706|3897|0.925|3530.682|3604.725|-74.043
4055RUPLUS|4000273664|37303|US8T|37909|VN|0|2|1|0.94|1|USYX|30567|831|1.016|781.14|844.296|-63.156
4055RUPLUS|4000273711|53223|US8Z|53110|VN|0|4|1|0.663|1|USFK|44139|33|1.146|21.879|37.818|-15.939
4055RUPLUS|4000273747|63376|UT44|63114|VN|0|2|1|0.774|1|USIF|65251|44|0.915|34.056|40.26|-6.204
4055RUPLUS|4000273957|37813|UT06|29680|VN|376|2|1|1.014|1|USHW|29360|563|1.027|570.882|578.201|-7.319
4055RUPLUS|4000274009|83301|US2N|83707|VN|0|2|1|0.871|1|USKM|84104|601|1.225|523.471|736.225|-212.754
4055RUPLUS|4000274093|81006|USLN|80239|VN|0|3|1|1.072|1|USZS|79118|351|1.544|376.272|541.944|-165.672
4055RUPLUS|4000274096|18069|USIK|18011|VN|0|3|1|0.85|1|USIR|21230|243|0.877|206.55|213.111|-6.561
4055RUPLUS|4000274378|49232|USVI|48150|VN|7|3|1|0.74|1|USOA|48917|21|0.747|15.54|15.687|-0.147
4055RUPLUS|4000274537|17331|USA9|17055|VN|0|3|1|0.6|1|USIR|21230|44|0.844|26.4|37.136|-10.736
4055RUPLUS|4000274763|43013|US8Y|43207|VN|488|2|1|0.667|1|USIR|21230|2439|0.917|1626.813|2236.563|-609.75
4055RUPLUS|4000274887|17015|USA9|17055|VN|241|2|1|0.546|1|USIA|22630|964|0.781|526.344|752.884|-226.54
4055RUPLUS|4000274919|60481|USIE|60446|VN|0|2|1|0.788|1|USIN|45371|1991|0.96|1568.908|1911.36|-342.452
4055RUPLUS|4000274980|60803|USQ4|60163|VN|0|2|1|0.577|1|USVI|48150|1194|0.644|688.938|768.936|-79.998
4055RUPLUS|4000274981|93215|UT2Q|93308|FB|0|2|1|0.565|1|USE1|91761|4|1.115|2.26|4.46|-2.2
4055RUPLUS|4000275102|60638|USQ4|60163|VN|5|3|1|0.56|1|USA9|17055|21|0.792|11.76|16.632|-4.872
4055RUPLUS|4000275104|17050|USA9|17055|VN|0|3|1|0.87|1|USI8|25405|65|0.884|56.55|57.46|-0.91
4055RUPLUS|4000275149|92374|USKI|91752|VN|0|3|1|0.698|1|USWN|87121|11924|0.938|8322.952|11184.712|-2861.76
4055RUPLUS|4000275332|14048|USOR|14219|VN|0|2|1|0.406|1|USFC|14623|121|0.927|49.126|112.167|-63.041
4055RUPLUS|4000275376|40360|USA4|40118|VN|0|2|1|0.956|1|USZQ|37745|2480|1.218|2370.88|3020.64|-649.76
4055RUPLUS|4000275613|93291|UT3A|93725|VN|6040|2|1|0.771|1|UT2J|90660|7078|1.219|5457.138|8628.082|-3170.944
4055RUPLUS|4000275760|89113|US6D|89115|VN|0|2|1|0.713|1|USIJ|84790|2|0.998|1.426|1.996|-0.57
4055RUPLUS|4000276091|45858|UT30|45806|VN|0|3|1|0.842|1|UT02|43228|277|0.988|233.234|273.676|-40.442
4055RUPLUS|4000276181|93458|UT3A|93725|VN|0|3|1|1.231|1|USWH|91752|9|1.24|11.079|11.16|-0.081
4055RUPLUS|4000276262|93930|UT43|95377|FB|0|2|1|1.046|1|UT45|85353|10|1.529|10.46|15.29|-4.83
4055RUPLUS|4000276468|92243|USKI|91752|FB|0|2|1|1.265|1|UT45|85353|265|1.333|335.225|353.245|-18.02
4055RUPLUS|4000276644|32055|USZA|32226|VN|52|2|1|0.615|1|USMN|33442|52|0.685|31.98|35.62|-3.64
4055RUPLUS|4000276668|84104|USKM|84104|VN|26|3|1|0.546|1|USXG|80011|104|1.533|56.784|159.432|-102.648
4055RUPLUS|4000276834|65613|USE2|65802|VN|0|3|1|0.774|1|USYH|72701|38|1.09|29.412|41.42|-12.008
4055RUPLUS|4000277510|60525|USQ4|60163|VN|0|3|1|0.621|1|USOA|48917|2|0.856|1.242|1.712|-0.47
4055RUPLUS|4000278010|60436|USIE|60446|VN|0|3|1|0.671|1|USA4|40118|340|0.823|228.14|279.82|-51.68
4055RUPLUS|4000278070|29642|UT06|29680|VN|127|2|1|0.756|1|USHW|29360|191|0.767|144.396|146.497|-2.101
4055RUPLUS|4000278615|29138|UT06|29680|VN|0|4|1|0.891|1|USUA|28216|28|0.957|24.948|26.796|-1.848
4055RUPLUS|4000278927|52761|USIV|52404|VN|5|2|1|0.579|1|USQ4|60163|26|0.677|15.054|17.602|-2.548
4055RUPLUS|4000279070|74108|US8S|73131|VN|0|2|1|0.777|1|USIL|75662|2863|1.17|2224.551|3349.71|-1125.159
4055RUPLUS|4000279304|14080|USOR|14219|VN|0|3|1|0.87|1|USFC|14623|88|0.909|76.56|79.992|-3.432
4055RUPLUS|4000279324|78721|USIQ|76502|VN|0|3|1|0.901|1|USG5|78218|8|0.914|7.208|7.312|-0.104
4055RUPLUS|4000279484|94587|UT43|95377|VN|0|2|1|0.631|1|USKR|89434|35|0.775|22.085|27.125|-5.04
4055RUPLUS|4000279513|18640|USYP|18657|VN|0|2|1|0.596|1|USB5|06473|2420|0.658|1442.32|1592.36|-150.04
4055RUPLUS|4000280333|90249|UT2J|90660|VN|0|3|1|0.45|1|UT1A|85043|18|0.677|8.1|12.186|-4.086
4055RUPLUS|4000281321|17535|USA9|17055|VN|0|3|1|1.417|1|USIR|21230|2|1.429|2.834|2.858|-0.024
4055RUPLUS|4000281433|28732|UT06|29680|VN|0|3|1|0.906|1|USYJ|28105|520|0.922|471.12|479.44|-8.32
4055RUPLUS|4000281488|74434|USYH|72701|VN|0|3|1|0.948|1|USG5|78218|362|1.146|343.176|414.852|-71.676
4055RUPLUS|4000282058|93257|UT3A|93725|FB|0|2|1|0.823|1|UT45|85353|759|1.275|624.657|967.725|-343.068
4055RUPLUS|4000282531|91745|UT2J|90660|VN|0|2|1|0.413|1|UT45|85353|638|0.633|263.494|403.854|-140.36
4055RUPLUS|4000282801|45237|USG8|45011|VN|0|2|1|0.729|1|USIX|43701|1|0.823|0.729|0.823|-0.094
4055RUPLUS|4000283781|41018|USG8|45011|VN|0|2|1|0.844|1|USA6|23836|1738|1.042|1466.872|1810.996|-344.124
4055RUPLUS|4000283806|21230|USIR|21230|VN|29|2|1|0.808|1|USA6|23836|57|0.833|46.056|47.481|-1.425
4055RUPLUS|4000283908|67156|USE3|67501|VN|0|3|1|0.875|1|USZS|79118|598|1.275|523.25|762.45|-239.2
4055RUPLUS|4000283930|46075|UT3C|46241|VN|1004|2|1|0.87|1|USIN|45371|2270|1.046|1974.9|2374.42|-399.52
4055RUPLUS|4000283931|60542|UT32|60502|VN|0|3|1|0.693|1|USR4|60450|203|0.709|140.679|143.927|-3.248
4055RUPLUS|4000283944|91708|USE1|91761|FB|0|3|1|0.783|1|USWN|87121|8907|1.35|6974.181|12024.45|-5050.269
4055RUPLUS|4000283947|28580|USA7|27504|VN|224|2|1|0.967|1|USI7|23435|224|1.219|216.608|273.056|-56.448
4055RUPLUS|4000284023|54448|USFD|54115|VN|0|2|1|0.938|1|USH3|15056|58|1.167|54.404|67.686|-13.282
4055RUPLUS|4000284033|84104|USKM|84104|VN|719|2|1|0.546|1|USXG|80011|2875|1.533|1569.75|4407.375|-2837.625
4055RUPLUS|4000284079|33859|UT29|33815|VN|0|3|1|0.7|1|US77|34981|488|0.708|341.6|345.504|-3.904
4055RUPLUS|4000284225|93247|UT3A|93725|VN|67|2|1|0.771|1|USE1|91761|269|1.204|207.399|323.876|-116.477
4055RUPLUS|4000284226|65807|USE2|65802|VN|0|3|1|0.733|1|USYH|72701|2703|0.969|1981.299|2619.207|-637.908
4055RUPLUS|4000284462|95449|UT2W|95691|VN|0|2|1|0.954|1|USMX|97015|482|1.031|459.828|496.942|-37.114
4055RUPLUS|4000284810|37210|USNZ|37207|VN|2|3|1|0.579|1|UT1F|30336|7|0.938|4.053|6.566|-2.513
4055RUPLUS|4000284827|64840|USE2|65802|VN|0|3|1|0.817|1|USYH|72701|557|0.898|455.069|500.186|-45.117
4055RUPLUS|4000284842|63045|UT44|63114|VN|0|2|1|0.762|1|USIF|65251|211|1.011|160.782|213.321|-52.539
4055RUPLUS|4000284999|68502|USMR|68110|VN|0|3|1|0.886|1|USE3|67501|0|1.191|0|0|0
4055RUPLUS|4000285017|44253|USFK|44139|VN|0|2|1|0.713|1|USIX|43701|4|0.787|2.852|3.148|-0.296
4055RUPLUS|4000285089|44132|USFK|44139|VN|0|2|1|0.686|1|USIX|43701|199|0.812|136.514|161.588|-25.074
4055RUPLUS|4000285240|19432|USXK|08007|VN|16|2|1|0.495|1|USIR|21230|16|0.843|7.92|13.488|-5.568
4055RUPLUS|4000285510|91745|UT2J|90660|VN|0|2|1|0.413|1|UT45|85353|1|0.633|0.413|0.633|-0.22
4055RUPLUS|4000285656|18202|USYP|18657|VN|938|2|1|0.658|1|USOW|18020|1407|0.669|925.806|941.283|-15.477
4055RUPLUS|4000285756|29180|UT13|28269|VN|0|2|1|0.957|1|USYJ|28105|1|0.989|0.957|0.989|-0.032
4055RUPLUS|4000286668|23231|USA6|23836|VN|0|2|1|0.646|1|USI7|23435|4|0.729|2.584|2.916|-0.332
4055RUPLUS|4000286811|92227|UT2J|90660|FB|0|2|1|1.113|1|UT45|85353|164|1.179|182.532|193.356|-10.824
4055RUPLUS|4000287387|52002|USIV|52404|VN|0|4|1|0.797|1|USNH|61008|5971|0.868|4758.887|5182.828|-423.941
4055RUPLUS|4000287454|94562|UT2W|95691|VN|0|2|1|0.921|1|USKR|89434|7|0.974|6.447|6.818|-0.371
4055RUPLUS|4000287500|49285|USVI|48150|VN|4|3|1|0.74|1|USOA|48917|13|0.747|9.62|9.711|-0.091
4055RUPLUS|4000287530|84663|USKM|84104|VN|0|3|1|0.6|1|USXG|80011|31|1.246|18.6|38.626|-20.026
4055RUPLUS|4000287811|93458|UT2Q|93308|FB|0|4|1|1.125|1|USKI|91752|413|1.24|464.625|512.12|-47.495
4055RUPLUS|4000287900|45069|USG8|45011|VN|0|2|1|0.708|1|USIX|43701|30|0.823|21.24|24.69|-3.45
4055RUPLUS|4000288326|90220|UT2J|90660|VN|29|2|1|0.375|1|UT1A|85043|29|0.667|10.875|19.343|-8.468
4055RUPLUS|4000291187|91311|UT2J|90660|VN|0|3|1|0.519|1|UT45|85353|527|0.823|273.513|433.721|-160.208
4055RUPLUS|4000291198|91745|UT2J|90660|VN|0|2|1|0.413|1|UT45|85353|1146|0.633|473.298|725.418|-252.12
4055RUPLUS|4000293444|75057|USGA|75227|VN|0|4|1|0.701|1|USIL|75662|1734|0.85|1215.534|1473.9|-258.366
4055RUPLUS|4000293453|60525|USQ4|60163|VN|0|3|1|0.621|1|UT1E|48917|2373|0.856|1473.633|2031.288|-557.655
4055RUPLUS|4000296509|27826|USI7|23435|VN|306|3|1|0.956|1|UT40|24592|306|0.986|292.536|301.716|-9.18
4055RUPLUS|4000296829|92335|USE1|91761|VN|0|3|1|0.523|1|UT45|85353|14935|0.673|7811.005|10051.255|-2240.25
4055RUPLUS|4000297768|19720|USXK|08007|VN|0|3|1|0.91|1|USIR|21230|429|0.958|390.39|410.982|-20.592
4055RUPLUS|4000297989|68110|USMR|68110|VN|88|2|1|0.519|1|US8R|76177|101|1.213|52.419|122.513|-70.094
4055RUPLUS|5000700167|72301|UT35|38672|VN|0|2|1|0.617|1|USWL|38671|1|0.625|0.617|0.625|-0.008
4055RUPLUS|6100101712|52240|USIV|52404|VN|0|3|1|0.519|1|USVI|48150|1|1.146|0.519|1.146|-0.627
4055RUPLUS|6100103051|40591|USZM|32220|VN|0|3|1|1.323|1|USYX|30567|13523|1.448|17890.929|19581.304|-1690.375
4055RUPLUS|6100105255|06776|USB5|06473|VN|0|2|1|0.456|1|UT33|02062|62|0.969|28.272|60.078|-31.806
4055RUPLUS|6100109741|38610|UT35|38672|FB|0|3|1|1.275|1|USA8|35204|8675|1.288|11060.625|11173.4|-112.775
4055RUPLUS|6100127641|60436|UT52|60440|VN|0|3|1|0.727|1|USA4|40118|44|0.823|31.988|36.212|-4.224
4055RUPLUS|6100127767|43619|USFK|44139|VN|0|2|1|1.01|1|UT02|43228|483|1.031|487.83|497.973|-10.143
4055RUPLUS|6100128212|54949|USFD|54115|VN|0|2|1|0.573|1|US8Z|53110|41650|0.644|23865.45|26822.6|-2957.15
4055RUPLUS|6100134580|18707|USJP|18706|VN|0|2|1|0.667|1|US8X|08882|41856|0.91|27917.952|38088.96|-10171.008
4055RUPLUS|6100135213|17522|USXK|08007|VN|0|2|1|0.729|1|USIK|18011|16339|0.775|11911.131|12662.725|-751.594
4055RUPLUS|6100136613|93257|UT3A|93725|FB|0|2|1|0.823|1|UT45|85353|23|1.275|18.929|29.325|-10.396
4055RUPLUS|6100137550|67501|USE3|67501|VN|0|2|1|0.927|1|USZS|79118|4609|1.342|4272.543|6185.278|-1912.735
4055RUPLUS|6100140715|92236|USKI|91752|FB|0|3|1|1.046|1|UT45|85353|39|1.121|40.794|43.719|-2.925
4055RUPLUS|6100140877|96021|UT2W|95691|FB|1061|3|1|1.083|1|USMX|97015|5194|1.3|5625.102|6752.2|-1127.098
4055RUPLUS|6100143222|93005|UT2J|90660|FB|0|3|1|1.055|1|USZX|91761|503|1.074|530.665|540.222|-9.557
4055RUPLUS|6100143437|95020|UT43|95377|FB|0|3|1|0.906|1|US6P|93706|573|0.925|519.138|530.025|-10.887
4055RUPLUS|6100144971|50704|USIV|52404|VN|0|2|1|0.886|1|USA3|50265|41665|1.073|36915.19|44706.545|-7791.355
4055RUPLUS|6100145756|60481|USIE|60446|VN|0|2|1|0.788|1|USIN|45371|423|0.96|333.324|406.08|-72.756
4055RUPLUS|6100149100|37086|USNZ|37207|VN|0|2|1|0.56|1|USYX|30567|9|1.013|5.04|9.117|-4.077
4055RUPLUS|6100151383|23842|USYL|23842|VN|0|2|1|1.042|1|USI7|23435|268|1.252|279.256|335.536|-56.28
4055RUPLUS|6100153693|54448|USRE|54660|VN|0|2|1|0.823|1|USH3|15056|2308|1.167|1899.484|2693.436|-793.952
4055RUPLUS|6100159027|53073|US8Z|53110|VN|9693|2|1|0.569|1|USIE|60446|24535|0.625|13960.415|15334.375|-1373.96
4055RUPLUS|6100161997|93247|UT2Q|93308|FB|0|4|1|0.688|1|USZX|91761|568|1.204|390.784|683.872|-293.088
4055RUPLUS|6100162111|93257|USE1|91761|FB|0|2|1|1.219|1|UT45|85353|376|1.275|458.344|479.4|-21.056
4055RUPLUS|6100163879|92374|USE1|91761|FB|0|3|1|0.796|1|USWN|87121|87|0.938|69.252|81.606|-12.354
4055RUPLUS|6100164958|93034|UT2J|90660|FB|0|3|1|0.729|1|USE1|91761|1355|0.758|987.795|1027.09|-39.295
4055RUPLUS|6100166563|90040|UT2J|90660|VN|91|2|1|0.438|1|UT1A|85043|365|0.667|159.87|243.455|-83.585
4055RUPLUS|6100172645|60473|UT85|60406|VN|0|3|1|0.342|1|UT25|60436|14329|0.571|4900.518|8181.859|-3281.341
4055RUPLUS|6100174411|37160|USNZ|37207|VN|0|4|1|0.833|1|US26|35055|11211|0.885|9338.763|9921.735|-582.972
4055RUPLUS|6100183919|52406|USIV|52404|VN|0|4|1|0.41|1|UT25|60436|2241|0.477|918.81|1068.957|-150.147
4055RUPLUS|6100187014|51640|USMR|68110|VN|0|3|1|0.906|1|USXG|80011|1610|1.038|1458.66|1671.18|-212.52
4055RUPLUS|6100196736|60510|UT32|60502|VN|395|2|1|0.606|1|USXN|60436|592|0.698|358.752|413.216|-54.464
4055RUPLUS|6100200598|95336|UT43|95377|FB|0|3|1|0.625|1|USKR|89434|3|0.777|1.875|2.331|-0.456
4055RUPLUS|6100200623|98844|USMY|99216|FB|0|2|1|1.565|1|USHD|98499|459|1.819|718.335|834.921|-116.586
4055RUPLUS|6100202079|95236|UT43|95377|FB|0|2|1|0.702|1|UT2W|95691|1189|0.75|834.678|891.75|-57.072
4055RUPLUS|6100202658|19013|USQD|08085|VN|0|2|1|0.646|1|US8X|08882|57268|0.833|36995.128|47704.244|-10709.116
4055RUPLUS|6100206431|78537|USNI|78550|FB|0|2|1|0.833|1|USG5|78218|327|0.963|272.391|314.901|-42.51
4055RUPLUS|6100209857|95357|USVE|94509|FB|0|3|1|0.625|1|UT2W|95691|24519|0.771|15324.375|18904.149|-3579.774
4055RUPLUS|6100211158|92236|USE1|91761|FB|0|3|1|0.896|1|UT45|85353|1115|1.121|999.04|1249.915|-250.875
4055RUPLUS|6100211309|56716|US2U|58102|VN|29|2|1|0.792|1|USK5|55428|143|1.006|113.256|143.858|-30.602
4055RUPLUS|6100220638|37132|USZA|32226|VN|0|2|1|0.921|1|USYX|30567|28598|0.998|26338.758|28540.804|-2202.046
4055RUPLUS|6100221405|19335|USXK|08007|VN|5|2|1|0.642|1|USIR|21230|24|0.806|15.408|19.344|-3.936
4055RUPLUS|6100223252|93458|UT2Q|93308|FB|0|4|1|1.125|1|USYE|90040|3405|1.146|3830.625|3902.13|-71.505
4055RUPLUS|6100226491|54722|USPF|54729|VN|0|4|1|0.583|1|USRE|54660|6012|0.675|3504.996|4058.1|-553.104
4055RUPLUS|6100230048|92704|USE1|91761|VN|229|3|1|0.508|1|US48|85326|444|0.677|225.552|300.588|-75.036
4055RUPLUS|6100231001|92374|USE1|91761|FB|0|3|1|0.796|1|USWN|87121|186|0.938|148.056|174.468|-26.412
4055RUPLUS|6100233189|41018|USG8|45011|VN|0|2|1|0.844|1|USA6|23836|88|1.042|74.272|91.696|-17.424
4055RUPLUS|6100234687|43725|USFK|44139|VN|973|2|1|0.573|1|US8X|08882|100134|1.067|57376.782|106842.978|-49466.196
4055RUPLUS|6100238790|54448|USRE|54660|VN|0|2|1|0.823|1|USH3|15056|81|1.167|66.663|94.527|-27.864
4055RUPLUS|6100239129|54401|USFD|54115|VN|0|2|1|0.723|1|UT52|60440|25|0.781|18.075|19.525|-1.45
4055RUPLUS|6100240297|93247|UT3A|93725|FB|31|3|1|0.771|1|USE1|91761|124|1.204|95.604|149.296|-53.692
4055RUPLUS|6100247423|54220|US8Z|53110|VN|0|2|1|0.715|1|USH3|15056|9967|0.965|7126.405|9618.155|-2491.75
4055RUPLUS|6100304398|93445|UT2J|90660|FB|0|3|1|1.448|1|USE1|91761|172|1.475|249.056|253.7|-4.644
4055RUPLUS|6100305084|75041|USGA|75227|VN|0|2|1|0.721|1|USIQ|76502|599|0.794|431.879|475.606|-43.727
4055RUPLUS|6100310924|99344|USMY|99216|FB|0|2|1|1.246|1|USHD|98499|1486|1.356|1851.556|2015.016|-163.46
4055RUPLUS|6100311246|98951|USXB|99301|VN|0|2|1|1.192|1|USHD|98499|192|1.392|228.864|267.264|-38.4
4055RUPLUS|6100316287|93455|USKI|91752|FB|0|2|1|1.223|1|UT45|85353|2590|1.3|3167.57|3367|-199.43
4055RUPLUS|6100326034|76266|US8R|76177|VN|0|2|1|1.242|1|USIM|73401|9|1.379|11.178|12.411|-1.233
4055RUPLUS|6100336381|54311|USFD|54115|VN|0|3|1|0.417|1|US8Z|53110|165|0.508|68.805|83.82|-15.015
4055RUPLUS|6100336844|83448|UT3E|84321|VN|0|3|1|0.977|1|USKM|84104|651|1.019|636.027|663.369|-27.342
4055RUPLUS|6100342702|83210|US2N|83707|FB|0|2|1|1.421|1|USLN|80239|901|1.979|1280.321|1783.079|-502.758
4055RUPLUS|6100346959|62801|UT44|63114|VN|0|2|1|0.748|1|UT35|38672|4010|1.146|2999.48|4595.46|-1595.98
4055RUPLUS|6100347468|37311|US8T|37909|VN|0|3|1|0.988|1|USCX|32615|25|1.002|24.7|25.05|-0.35
4055RUPLUS|6100354743|60085|USQ4|60163|VN|0|3|1|0.621|1|USIE|60446|161|0.625|99.981|100.625|-0.644
