SM_ITEM|SM_DEST|SM_DEST_5ZIP|SM_SRC|SM_SRC_5ZIP|SM_ET|SM_QTY|SM_RANK|SM_P1|SM_COST|SM1_RANK|SM1_SRC|SM1_SRC_5ZIP|SM1_QTY|SM1_COST|P1_TOTALCOST|SM1_TOTALCOST|LOSS
4055RUCUST|4000148448|72927|US8R|76177|VN|0|2|1|0.894|1|USYH|72701|0|1.008|0|0|0
4055RUCUST|4000231742|62025|UT44|63114|VN|0|3|1|0.769|1|USIV|52404|338|0.938|259.922|317.044|-57.122
4055RUCUST|6100545191|14589|USFC|14623|VN|0|2|1|1.019|1|USOW|18020|7407|2.181|7547.733|16154.667|-8606.934
4055RUCUST|6101007298|51503|USMR|68110|VN|0|2|1|0.477|1|USIV|52404|85|0.925|40.545|78.625|-38.08
4055RUPLUS|3000061169|76106|US8R|76177|VN|0|4|1|0.74|1|US1Q|78218|333|0.869|246.42|289.377|-42.957
4055RUPLUS|3000077172|51501|USMR|68110|VN|1057|2|1|0.477|1|USE3|67501|2198|0.981|1048.446|2156.238|-1107.792
4055RUPLUS|3000083193|60803|UT85|60406|VN|0|2|1|0.148|1|USVI|48150|937|0.644|138.676|603.428|-464.752
4055RUPLUS|3000083195|90503|UT2J|90660|FB|0|2|1|0.469|1|UT45|85353|1857|0.748|870.933|1389.036|-518.103
4055RUPLUS|3000083375|53224|US8Z|53110|VN|0|2|1|0.623|1|USQ4|60163|6|0.625|3.738|3.75|-0.012
4055RUPLUS|3000091081|68137|USMR|68110|VN|207|2|1|0.477|1|USXG|80011|207|0.856|98.739|177.192|-78.453
4055RUPLUS|3000144677|68410|USMR|68110|VN|0|3|1|0.727|1|US8S|73131|7641|1.119|5555.007|8550.279|-2995.272
4055RUPLUS|3000145752|66441|USE3|67501|VN|0|2|1|0.927|1|USZS|79118|17|1.306|15.759|22.202|-6.443
4055RUPLUS|3000148590|54311|USFD|54115|VN|0|3|1|0.417|1|US8Z|53110|33|0.508|13.761|16.764|-3.003
4055RUPLUS|3000157098|28160|UT13|28269|VN|0|2|1|0.761|1|USYJ|28105|1|0.777|0.761|0.777|-0.016
4055RUPLUS|4000001013|60803|USQ4|60163|VN|0|2|1|0.577|1|USVI|48150|339|0.644|195.603|218.316|-22.713
4055RUPLUS|4000002692|14028|USFC|14623|VN|29|2|1|0.909|1|UT73|13057|29|1.067|26.361|30.943|-4.582
4055RUPLUS|4000002941|75751|USGA|75227|FB|0|2|1|0.892|1|USIL|75662|9976|1.144|8898.592|11412.544|-2513.952
4055RUPLUS|4000003053|49544|UT76|49512|VN|117|2|1|0.683|1|USHP|49036|584|0.823|398.872|480.632|-81.76
4055RUPLUS|4000003071|92236|USKI|91752|FB|0|3|1|1.046|1|UT45|85353|0|1.121|0|0|0
4055RUPLUS|4000003081|88030|USWP|87121|VN|0|3|1|1.275|1|USXV|79766|0|1.485|0|0|0
4055RUPLUS|4000010601|76179|US8R|76177|VN|0|2|1|0.513|1|US1Q|78218|50|0.646|25.65|32.3|-6.65
4055RUPLUS|4000010601|76179|US8R|76177|VN|0|2|1|0.513|1|USG5|78218|50|0.646|25.65|32.3|-6.65
4055RUPLUS|4000013752|54929|USFD|54115|VN|3667|2|1|0.469|1|US8Z|53110|7333|0.594|3439.177|4355.802|-916.625
4055RUPLUS|4000022890|65336|USE2|65802|VN|0|5|1|0.948|1|USYH|72701|909|1.154|861.732|1048.986|-187.254
4055RUPLUS|4000028226|84104|USKM|84104|VN|239|2|1|0.546|1|USXG|80011|1193|1.533|651.378|1828.869|-1177.491
4055RUPLUS|4000029575|36027|USA8|35204|FB|0|2|1|1.433|1|USXP|31705|158|1.458|226.414|230.364|-3.95
4055RUPLUS|4000031355|83210|UT3E|84321|VN|0|2|1|0.944|1|USLN|80239|581|1.979|548.464|1149.799|-601.335
4055RUPLUS|4000031432|60638|USQ4|60163|VN|305|2|1|0.56|1|USA9|17055|1799|0.792|1007.44|1424.808|-417.368
4055RUPLUS|4000036569|83350|UT3E|84321|VN|0|4|1|0.975|1|USKM|84104|223|1.033|217.425|230.359|-12.934
4055RUPLUS|4000039780|92154|UT2J|90660|FB|0|2|1|1.238|1|UT45|85353|0|1.327|0|0|0
4055RUPLUS|4000041228|18103|USOW|18020|VN|0|2|1|0.671|1|USP9|08831|13762|0.85|9234.302|11697.7|-2463.398
4055RUPLUS|4000042041|15904|USA9|17055|VN|215|2|1|1.033|1|USI8|25405|862|1.548|890.446|1334.376|-443.93
4055RUPLUS|4000044391|95354|UT43|95377|FB|0|2|1|0.525|1|UT2W|95691|52|0.629|27.3|32.708|-5.408
4055RUPLUS|4000049363|95301|UT43|95377|FB|61|2|1|0.704|1|UT45|85353|303|1.406|213.312|426.018|-212.706
4055RUPLUS|4000049690|73673|USYB|73533|VN|0|2|1|0.987|1|USZS|79118|190|1.095|187.53|208.05|-20.52
4055RUPLUS|4000050745|78539|USNI|78550|VN|88|2|1|0.917|1|USG5|78218|132|1.117|121.044|147.444|-26.4
4055RUPLUS|4000054407|52240|USIV|52404|VN|60|2|1|0.519|1|USVI|48150|181|1.146|93.939|207.426|-113.487
4055RUPLUS|4000054586|85043|UT45|85353|VN|24|2|1|0.427|1|USWN|87121|35|0.925|14.945|32.375|-17.43
4055RUPLUS|4000055966|52240|USIV|52404|VN|22|3|1|0.519|1|USVI|48150|67|1.146|34.773|76.782|-42.009
4055RUPLUS|4000056160|95215|USYD|95330|FB|0|3|1|0.406|1|UT3A|93725|138|0.573|56.028|79.074|-23.046
4055RUPLUS|4000056634|47112|USA4|40118|VN|1111|3|1|0.763|1|UT31|30315|3334|1.094|2543.842|3647.396|-1103.554
4055RUPLUS|4000057312|18040|USIK|18011|VN|0|3|1|0.85|1|USIR|21230|4|0.877|3.4|3.508|-0.108
4055RUPLUS|4000057595|44455|USH3|15056|VN|0|3|1|0.803|1|USI8|25405|12|1.089|9.636|13.068|-3.432
4055RUPLUS|4000059367|95330|UT56|95304|VN|0|4|1|0.431|1|UT2W|95691|3405|0.606|1467.555|2063.43|-595.875
4055RUPLUS|4000061191|38002|UT35|38672|VN|0|2|1|0.863|1|USA8|35204|8796|0.938|7590.948|8250.648|-659.7
4055RUPLUS|4000061823|92335|USE1|91761|VN|0|3|1|0.523|1|UT45|85353|20703|0.673|10827.669|13933.119|-3105.45
4055RUPLUS|4000062033|63383|UT44|63114|VN|0|2|1|0.998|1|USIF|65251|242|1.275|241.516|308.55|-67.034
4055RUPLUS|4000062346|75212|USGA|75227|VN|0|2|1|0.633|1|USYN|78220|272|0.694|172.176|188.768|-16.592
4055RUPLUS|4000062346|75212|USGA|75227|VN|0|2|1|0.633|1|USCN|78220|272|0.694|172.176|188.768|-16.592
4055RUPLUS|4000063496|78540|USNI|78550|VN|486|2|1|0.802|1|USG5|78218|728|1.031|583.856|750.568|-166.712
4055RUPLUS|4000064119|71001|USNT|77029|FB|306|2|1|1.225|1|USZY|39209|1226|1.25|1501.85|1532.5|-30.65
4055RUPLUS|4000064632|52732|USIV|52404|VN|369|2|1|0.602|1|USNH|61008|2178|0.625|1311.156|1361.25|-50.094
4055RUPLUS|4000065478|37167|USNZ|37207|VN|0|2|1|0.579|1|USA8|35204|292|0.871|169.068|254.332|-85.264
4055RUPLUS|4000066349|17516|USXK|08007|VN|7032|2|1|1.085|1|USIR|21230|17959|1.417|19485.515|25447.903|-5962.388
4055RUPLUS|4000067319|47102|USA4|40118|VN|10789|2|1|0.542|1|USKZ|30336|10789|1.094|5847.638|11803.166|-5955.528
4055RUPLUS|4000068760|23231|USA6|23836|VN|0|2|1|0.646|1|USI7|23435|17|0.729|10.982|12.393|-1.411
4055RUPLUS|4000068798|95330|UT43|95377|FB|0|2|1|0.525|1|UT2W|95691|163|0.606|85.575|98.778|-13.203
4055RUPLUS|4000069492|60153|USQ4|60163|VN|1497|3|1|0.623|1|USA4|40118|8671|0.929|5402.033|8055.359|-2653.326
4055RUPLUS|4000070140|85621|UT45|85353|FB|0|2|1|1.302|1|USWN|87121|7|1.471|9.114|10.297|-1.183
4055RUPLUS|4000071728|95240|UT2W|95691|FB|0|3|1|0.531|1|USE1|91761|1|0.917|0.531|0.917|-0.386
4055RUPLUS|4000073983|43537|UT97|48166|VN|0|3|1|0.688|1|UT02|43228|28|0.758|19.264|21.224|-1.96
4055RUPLUS|4000074364|93250|USKI|91752|FB|0|2|1|1.115|1|UT45|85353|85|1.446|94.775|122.91|-28.135
4055RUPLUS|4000074415|75006|USGA|75227|VN|0|2|1|0.633|1|US1Q|78218|938|0.827|593.754|775.726|-181.972
4055RUPLUS|4000074415|75006|USGA|75227|VN|0|2|1|0.633|1|USG5|78218|938|0.827|593.754|775.726|-181.972
4055RUPLUS|4000074775|54115|USFD|54115|VN|0|3|1|0.454|1|US8Z|53110|594|0.504|269.676|299.376|-29.7
4055RUPLUS|4000075016|91752|USE1|91761|VN|24|3|1|0.4|1|UT45|85353|97|0.6|38.8|58.2|-19.4
4055RUPLUS|4000075177|56069|USK5|55428|VN|118|2|1|0.627|1|USRE|54660|235|0.883|147.345|207.505|-60.16
4055RUPLUS|4000075974|54403|USFD|54115|VN|0|4|1|0.625|1|USRE|54660|3077|0.785|1923.125|2415.445|-492.32
4055RUPLUS|4000076154|62237|UT44|63114|VN|0|3|1|0.865|1|UT42|63755|112|0.932|96.88|104.384|-7.504
4055RUPLUS|4000077794|91752|USKI|91752|VN|0|4|1|0.492|1|UT45|85353|3799|0.6|1869.108|2279.4|-410.292
4055RUPLUS|4000082102|17345|USQD|08085|VN|0|2|1|0.988|1|USIR|21230|422|0.998|416.936|421.156|-4.22
4055RUPLUS|4000082293|98837|USXB|99301|VN|0|2|1|0.802|1|USHD|98499|55|1.046|44.11|57.53|-13.42
4055RUPLUS|4000082841|49946|USFD|54115|VN|0|2|1|1.146|1|UT76|49512|340|1.26|389.64|428.4|-38.76
4055RUPLUS|4000083548|54448|USRE|54660|VN|0|2|1|0.823|1|USH3|15056|383|1.167|315.209|446.961|-131.752
4055RUPLUS|4000083737|83301|UT3E|84321|VN|0|3|1|1.01|1|USKM|84104|6719|1.225|6786.19|8230.775|-1444.585
4055RUPLUS|4000084135|84116|UT3E|84321|VN|0|3|1|0.883|1|USXG|80011|428|1.208|377.924|517.024|-139.1
4055RUPLUS|4000084265|93221|UT2Q|93308|FB|0|5|1|0.771|1|USE1|91761|311|1.177|239.781|366.047|-126.266
4055RUPLUS|4000085068|65661|USE2|65802|VN|0|3|1|0.635|1|US8S|73131|33|0.91|20.955|30.03|-9.075
4055RUPLUS|4000085598|21632|USQD|08085|VN|0|3|1|0.628|1|USIR|21230|2150|0.801|1350.2|1722.15|-371.95
4055RUPLUS|4000085754|94587|UT43|95377|VN|0|2|1|0.631|1|USKR|89434|30|0.775|18.93|23.25|-4.32
4055RUPLUS|4000085963|54952|USFD|54115|VN|0|2|1|0.521|1|USQ4|60163|236|0.573|122.956|135.228|-12.272
4055RUPLUS|4000086401|76131|US8R|76177|VN|0|3|1|0.504|1|USYN|78220|1833|0.738|923.832|1352.754|-428.922
4055RUPLUS|4000086501|60652|USQ4|60163|VN|0|3|1|0.704|1|US8Y|43207|352|0.948|247.808|333.696|-85.888
4055RUPLUS|4000086861|83338|US2N|83707|VN|0|2|1|0.938|1|USKM|84104|3298|0.942|3093.524|3106.716|-13.192
4055RUPLUS|4000086958|31085|USZA|32226|VN|0|5|1|0.848|1|USXT|32448|920|0.938|780.16|862.96|-82.8
4055RUPLUS|4000087460|73110|US8S|73131|VN|0|2|1|1.092|1|USIM|73401|74|1.375|80.808|101.75|-20.942
4055RUPLUS|4000088267|54448|USRE|54660|VN|0|2|1|0.823|1|USH3|15056|766|1.167|630.418|893.922|-263.504
4055RUPLUS|4000088706|77523|USV8|77028|VN|0|2|1|0.563|1|USNT|77029|13990|0.567|7876.37|7932.33|-55.96
4055RUPLUS|4000089379|52730|USIV|52404|VN|0|2|1|1.275|1|USQ4|60163|312|1.279|397.8|399.048|-1.248
4055RUPLUS|4000089400|91752|USKI|91752|VN|0|5|1|0.492|1|UT45|85353|1252|0.6|615.984|751.2|-135.216
4055RUPLUS|4000089612|12192|USQ8|12188|VN|0|3|1|0.975|1|USXJ|12078|799|0.99|779.025|791.01|-11.985
4055RUPLUS|4000089760|37210|USNZ|37207|VN|0|4|1|0.579|1|USKZ|30336|125|0.938|72.375|117.25|-44.875
4055RUPLUS|4000089883|64801|USE2|65802|VN|311|2|1|0.521|1|US87|75801|311|1.073|162.031|333.703|-171.672
4055RUPLUS|4000090950|93640|UT2J|90660|FB|0|3|1|1.227|1|UT45|85353|2700|1.317|3312.9|3555.9|-243
4055RUPLUS|4000091001|24441|USA6|23836|VN|0|2|1|0.781|1|UT74|24019|613|0.95|478.753|582.35|-103.597
4055RUPLUS|4000091619|28457|USA7|27504|FB|74|2|1|1.271|1|USUA|28216|74|1.635|94.054|120.99|-26.936
4055RUPLUS|4000091673|21230|USIR|21230|VN|49|2|1|0.808|1|USA6|23836|97|0.833|78.376|80.801|-2.425
4055RUPLUS|4000091998|49007|UT76|49512|VN|0|4|1|0.933|1|USVI|48150|2439|0.983|2275.587|2397.537|-121.95
4055RUPLUS|4000092176|50644|USIV|52404|VN|0|2|1|0.81|1|USA3|50265|59|0.906|47.79|53.454|-5.664
4055RUPLUS|4000095005|92393|USE1|91761|FB|41|2|1|0.869|1|UT45|85353|203|1.094|176.407|222.082|-45.675
4055RUPLUS|4000095051|47557|USA4|40118|VN|2|2|1|0.953|1|USNQ|42101|3|1.06|2.859|3.18|-0.321
4055RUPLUS|4000095225|45660|US8Y|43207|VN|0|2|1|0.958|1|UT02|43228|0|0.99|0|0|0
4055RUPLUS|4000095276|90503|UT2J|90660|VN|0|2|1|0.469|1|UT45|85353|2|0.748|0.938|1.496|-0.558
4055RUPLUS|4000095358|54961|US8Z|53110|VN|0|2|1|0.65|1|USQ4|60163|25387|0.671|16501.55|17034.677|-533.127
4055RUPLUS|4000095360|30349|USZM|32220|VN|0|4|1|0.677|1|USXZ|30316|2715|0.692|1838.055|1878.78|-40.725
4055RUPLUS|4000096937|54460|USPF|54729|VN|0|4|1|0.585|1|USRE|54660|539|0.733|315.315|395.087|-79.772
4055RUPLUS|4000097364|92649|UT2J|90660|VN|0|2|1|0.458|1|UT45|85353|5|0.558|2.29|2.79|-0.5
4055RUPLUS|4000098884|37849|US8T|37909|VN|1|2|1|0.677|1|UT13|28269|4|0.99|2.708|3.96|-1.252
4055RUPLUS|4000098985|18069|USIK|18011|VN|0|3|1|0.85|1|USIR|21230|9|0.877|7.65|7.893|-0.243
4055RUPLUS|4000099248|93962|UT43|95377|FB|0|2|1|0.956|1|UT2W|95691|1091|1.081|1042.996|1179.371|-136.375
4055RUPLUS|4000099814|92374|USKI|91752|FB|0|3|1|0.698|1|USWN|87121|196|0.938|136.808|183.848|-47.04
4055RUPLUS|4000100229|92254|USKI|91752|FB|0|2|1|1.092|1|UT45|85353|812|1.163|886.704|944.356|-57.652
4055RUPLUS|4000100287|67901|USLN|80239|VN|0|3|1|0.729|1|USGA|75227|288|0.938|209.952|270.144|-60.192
4055RUPLUS|4000100643|54499|USFD|54115|VN|0|3|1|0.65|1|US8Z|53110|834|0.729|542.1|607.986|-65.886
4055RUPLUS|4000101055|89002|US6D|89115|VN|0|2|1|0.741|1|USIJ|84790|0|1.023|0|0|0
4055RUPLUS|4000105255|81146|USWN|87121|VN|25|2|1|1.313|1|USZS|79118|25|1.922|32.825|48.05|-15.225
4055RUPLUS|4000105327|91752|USE1|91761|VN|0|3|1|0.4|1|UT45|85353|5|0.6|2|3|-1
4055RUPLUS|4000105485|42101|USNQ|42101|VN|0|3|1|0.938|1|USXZ|30316|394|1.092|369.572|430.248|-60.676
4055RUPLUS|4000105954|95330|UT43|95377|FB|0|2|1|0.525|1|UT2W|95691|1|0.606|0.525|0.606|-0.081
4055RUPLUS|4000106181|48176|USVI|48150|VN|0|2|1|0.75|1|USFK|44139|1289|0.906|966.75|1167.834|-201.084
4055RUPLUS|4000106286|14220|USOR|14219|VN|0|3|1|0.563|1|USJO|12078|884|1.146|497.692|1013.064|-515.372
4055RUPLUS|4000106463|63957|UT42|63755|VN|0|3|1|1.029|1|US26|35055|1312|1.24|1350.048|1626.88|-276.832
4055RUPLUS|4000107661|71901|USNY|72113|VN|0|2|1|0.995|1|USIL|75662|1|1.012|0.995|1.012|-0.017
4055RUPLUS|4000108018|54411|USFD|54115|VN|0|3|1|0.738|1|USRE|54660|568|0.863|419.184|490.184|-71
4055RUPLUS|4000108308|91752|USKI|91752|VN|0|4|1|0.492|1|UT45|85353|60|0.6|29.52|36|-6.48
4055RUPLUS|4000108628|54311|USFD|54115|VN|0|2|1|0.417|1|US8Z|53110|3225|0.508|1344.825|1638.3|-293.475
4055RUPLUS|4000108813|93250|UT2J|90660|FB|0|2|1|1.363|1|UT45|85353|948|1.446|1292.124|1370.808|-78.684
4055RUPLUS|4000109092|60609|USQ4|60163|VN|0|2|1|0.721|1|US8Y|43207|5293|0.94|3816.253|4975.42|-1159.167
4055RUPLUS|4000109153|53104|USQ4|60163|VN|0|2|1|0.621|1|UT76|49512|185|0.625|114.885|115.625|-0.74
4055RUPLUS|4000109231|91752|USE1|91761|VN|1|2|1|0.4|1|UT45|85353|4|0.6|1.6|2.4|-0.8
4055RUPLUS|4000109450|52627|USIV|52404|VN|0|2|1|0.769|1|UT42|63755|2825|1.163|2172.425|3285.475|-1113.05
4055RUPLUS|4000110238|53073|US8Z|53110|VN|162|2|1|0.569|1|USIE|60446|325|0.625|184.925|203.125|-18.2
4055RUPLUS|4000110279|53132|US8Z|53110|VN|145|2|1|0.554|1|USVI|48150|290|0.844|160.66|244.76|-84.1
4055RUPLUS|4000110617|51537|USMR|68110|VN|0|3|1|0.769|1|USA3|50265|112|0.81|86.128|90.72|-4.592
4055RUPLUS|4000110922|92509|USKI|91752|VN|0|3|1|0.473|1|UT45|85353|142|0.569|67.166|80.798|-13.632
4055RUPLUS|4000111010|60446|UT52|60440|VN|1443|3|1|0.542|1|USA4|40118|5774|0.933|3129.508|5387.142|-2257.634
4055RUPLUS|4000111539|60525|USQ4|60163|VN|0|3|1|0.621|1|UT1E|48917|284|0.856|176.364|243.104|-66.74
4055RUPLUS|4000111870|22151|USWA|21770|VN|4|2|1|0.821|1|USYL|23842|18|0.833|14.778|14.994|-0.216
4055RUPLUS|4000112005|67505|USE3|67501|VN|1132|2|1|0.9|1|US8S|73131|5658|0.933|5092.2|5278.914|-186.714
4055RUPLUS|4000112108|93637|UT3A|93725|FB|115|2|1|0.735|1|UT45|85353|576|1.171|423.36|674.496|-251.136
4055RUPLUS|4000112780|17404|USA9|17055|VN|0|2|1|0.663|1|USIR|21230|26|0.829|17.238|21.554|-4.316
4055RUPLUS|4000113699|60053|USQ4|60163|VN|0|2|1|0.707|1|USR4|60450|16|0.735|11.312|11.76|-0.448
4055RUPLUS|4000114787|52240|USIV|52404|VN|112|3|1|0.519|1|USVI|48150|337|1.146|174.903|386.202|-211.299
4055RUPLUS|4000114901|49238|USVI|48150|VN|0|4|1|0.788|1|US8Y|43207|0|0.927|0|0|0
4055RUPLUS|4000114989|62895|UT42|63755|VN|0|3|1|1.036|1|USA4|40118|506|1.088|524.216|550.528|-26.312
4055RUPLUS|4000115031|53154|US8Z|53110|VN|678|2|1|0.556|1|USVI|48150|937|0.854|520.972|800.198|-279.226
4055RUPLUS|4000115035|95354|UT43|95377|FB|0|2|1|0.525|1|UT2W|95691|10487|0.629|5505.675|6596.323|-1090.648
4055RUPLUS|4000115196|60525|USQ4|60163|VN|0|3|1|0.621|1|USOA|48917|364|0.856|226.044|311.584|-85.54
4055RUPLUS|4000115247|32920|UST1|32819|FB|510|2|1|0.833|1|USM6|33069|4197|0.875|3496.101|3672.375|-176.274
4055RUPLUS|4000115833|45214|USG8|45011|VN|726|2|1|0.729|1|US8Y|43207|1088|0.99|793.152|1077.12|-283.968
4055RUPLUS|4000115924|94587|USVE|94509|VN|0|2|1|0.613|1|USKR|89434|1710|0.775|1048.23|1325.25|-277.02
4055RUPLUS|4000115974|21230|USIR|21230|VN|0|2|1|0.808|1|USA6|23836|1|0.833|0.808|0.833|-0.025
4055RUPLUS|4000116395|60803|USQ4|60163|VN|0|2|1|0.577|1|USVI|48150|11|0.644|6.347|7.084|-0.737
4055RUPLUS|4000116714|79935|USGL|79928|VN|354|3|1|0.313|1|USG5|78218|1414|1.181|442.582|1669.934|-1227.352
4055RUPLUS|4000116979|14211|USOR|14219|VN|2150|2|1|0.167|1|USQ8|12188|29171|0.76|4871.557|22169.96|-17298.403
4055RUPLUS|4000117600|83350|UT3E|84321|VN|0|4|1|0.975|1|USKM|84104|715|1.033|697.125|738.595|-41.47
4055RUPLUS|4000118134|77541|USNT|77029|VN|0|3|1|0.825|1|US1Q|78218|5334|0.913|4400.55|4869.942|-469.392
4055RUPLUS|4000118464|60609|USQ4|60163|VN|0|2|1|0.721|1|US8Y|43207|1395|0.94|1005.795|1311.3|-305.505
4055RUPLUS|4000118545|75050|USGA|75227|VN|0|3|1|0.646|1|USV8|77028|0|0.779|0|0|0
4055RUPLUS|4000118612|85364|UT2J|90660|FB|0|2|1|1.146|1|UT45|85353|42|1.329|48.132|55.818|-7.686
4055RUPLUS|4000119299|91752|USE1|91761|VN|0|4|1|0.4|1|UT45|85353|0|0.6|0|0|0
4055RUPLUS|4000120524|28786|UT06|29680|VN|0|2|1|0.925|1|USUA|28216|889|0.981|822.325|872.109|-49.784
4055RUPLUS|4000122467|78580|USNI|78550|VN|206|2|1|0.833|1|US1Q|78218|206|1.006|171.598|207.236|-35.638
4055RUPLUS|4000122877|54448|USPF|54729|VN|0|2|1|0.885|1|USH3|15056|116|1.167|102.66|135.372|-32.712
4055RUPLUS|4000122987|60638|USQ4|60163|VN|95|2|1|0.56|1|USA9|17055|474|0.792|265.44|375.408|-109.968
4055RUPLUS|4000123506|95206|UT43|95377|FB|0|2|1|0.475|1|UT2W|95691|30253|0.602|14370.175|18212.306|-3842.131
4055RUPLUS|4000123821|52501|USA3|50265|VN|0|2|1|1.181|1|USIF|65251|6796|1.317|8026.076|8950.332|-924.256
4055RUPLUS|4000123834|45246|USG8|45011|VN|93|2|1|0.452|1|UT02|43228|93|0.883|42.036|82.119|-40.083
4055RUPLUS|4000124388|67501|USE3|67501|VN|0|2|1|0.927|1|USZS|79118|8101|1.342|7509.627|10871.542|-3361.915
4055RUPLUS|4000124459|75040|USGA|75227|VN|10|2|1|0.663|1|USNT|77029|49|0.81|32.487|39.69|-7.203
4055RUPLUS|4000124593|60440|USIE|60446|VN|0|2|1|0.675|1|USH3|15056|196|0.938|132.3|183.848|-51.548
4055RUPLUS|4000124792|15219|USH3|15056|VN|1|2|1|0.856|1|USI8|25405|5|1.132|4.28|5.66|-1.38
4055RUPLUS|4000125001|91752|USE1|91761|VN|0|4|1|0.4|1|UT45|85353|57|0.6|22.8|34.2|-11.4
4055RUPLUS|4000128979|76107|US8R|76177|VN|0|2|1|0.687|1|USIQ|76502|9|0.754|6.183|6.786|-0.603
4055RUPLUS|4000129331|76106|US8R|76177|VN|0|4|1|0.74|1|USNT|77029|1575|0.763|1165.5|1201.725|-36.225
4055RUPLUS|4000129478|91311|UT2J|90660|FB|0|2|1|0.519|1|UT45|85353|448|0.823|232.512|368.704|-136.192
4055RUPLUS|4000129525|46952|USIH|46952|VN|0|2|1|0.859|1|UT3C|46241|55|0.911|47.245|50.105|-2.86
4055RUPLUS|4000129567|66763|USKO|73114|VN|0|3|1|1.146|1|USG5|78218|43|1.292|49.278|55.556|-6.278
4055RUPLUS|4000129598|95215|USYD|95330|FB|0|3|1|0.406|1|UT3A|93725|909|0.573|369.054|520.857|-151.803
4055RUPLUS|4000129619|95336|UT43|95377|FB|0|3|1|0.625|1|US6D|89115|1192|1.2|745|1430.4|-685.4
4055RUPLUS|4000129623|95330|UT43|95377|FB|0|2|1|0.525|1|UT2W|95691|2|0.606|1.05|1.212|-0.162
4055RUPLUS|4000129950|93901|US6P|93706|FB|579|3|1|1.054|1|UT3A|93725|1159|1.069|1221.586|1238.971|-17.385
4055RUPLUS|4000129956|68107|USXG|80011|VN|0|3|1|1.152|1|USGA|75227|3710|1.213|4273.92|4500.23|-226.31
4055RUPLUS|4000130134|60473|UT85|60406|VN|0|3|1|0.342|1|UT25|60436|798|0.571|272.916|455.658|-182.742
4055RUPLUS|4000130942|95358|UT43|95377|FB|0|2|1|0.583|1|UT2W|95691|1912|0.708|1114.696|1353.696|-239
4055RUPLUS|4000130998|54302|USFD|54115|VN|0|2|1|0.375|1|US8Z|53110|3326|0.469|1247.25|1559.894|-312.644
4055RUPLUS|4000131009|91752|USKI|91752|VN|0|3|1|0.492|1|UT45|85353|2972|0.6|1462.224|1783.2|-320.976
4055RUPLUS|4000131033|17055|USA9|17055|VN|0|3|1|0.733|1|USIA|22630|510|0.781|373.83|398.31|-24.48
4055RUPLUS|4000131342|92227|USE1|91761|FB|0|2|1|1.017|1|UT45|85353|44|1.179|44.748|51.876|-7.128
4055RUPLUS|4000131358|64804|USMH|64836|VN|266|3|1|0.692|1|US8S|73131|531|0.927|367.452|492.237|-124.785
4055RUPLUS|4000131475|76106|US8R|76177|VN|0|4|1|0.74|1|US1Q|78218|1604|0.869|1186.96|1393.876|-206.916
4055RUPLUS|4000131524|17345|USPX|17406|VN|0|2|1|0.808|1|USIR|21230|277|0.998|223.816|276.446|-52.63
4055RUPLUS|4000132653|93257|UT3A|93725|FB|0|2|1|0.823|1|UT45|85353|1393|1.275|1146.439|1776.075|-629.636
4055RUPLUS|4000132815|49401|UT76|49512|VN|0|3|1|0.715|1|UT1E|48917|35|0.799|25.025|27.965|-2.94
4055RUPLUS|4000133059|26038|USH3|15056|VN|751|2|1|0.833|1|USI8|25405|1502|1.198|1251.166|1799.396|-548.23
4055RUPLUS|4000133163|92236|USWC|92335|FB|0|3|1|1.033|1|UT45|85353|0|1.121|0|0|0
4055RUPLUS|4000133709|83402|UT3E|84321|VN|0|2|1|0.792|1|USKM|84104|2214|0.904|1753.488|2001.456|-247.968
4055RUPLUS|4000133882|75041|USGA|75227|VN|0|2|1|0.721|1|USIQ|76502|2|0.794|1.442|1.588|-0.146
4055RUPLUS|4000133886|42533|USNQ|42101|VN|0|3|1|0.929|1|USXZ|30316|0|1.162|0|0|0
4055RUPLUS|4000133956|54983|USFD|54115|VN|0|2|1|0.577|1|US8Z|53110|691|0.652|398.707|450.532|-51.825
4055RUPLUS|4000133982|60090|USQ4|60163|VN|0|4|1|0.652|1|US8Y|43207|10183|1.071|6639.316|10905.993|-4266.677
4055RUPLUS|4000139221|71960|USNY|72113|FB|0|3|1|1.365|1|USQM|70401|3632|1.444|4957.68|5244.608|-286.928
4055RUPLUS|4000139426|95330|UT43|95377|FB|0|2|1|0.525|1|UT2W|95691|1|0.606|0.525|0.606|-0.081
4055RUPLUS|4000139485|83347|UT3E|84321|VN|0|2|1|0.842|1|USOB|84404|475|1.088|399.95|516.8|-116.85
4055RUPLUS|4000139694|17345|USXK|08007|VN|0|2|1|0.908|1|USIR|21230|2431|0.998|2207.348|2426.138|-218.79
4055RUPLUS|4000141447|56721|US2U|58102|VN|0|2|1|0.931|1|USK5|55428|333|1.054|310.023|350.982|-40.959
4055RUPLUS|4000141942|79928|USGL|79928|FB|0|2|1|0.958|1|US8R|76177|3188|1.283|3054.104|4090.204|-1036.1
4055RUPLUS|4000142388|49431|UT76|49512|VN|0|2|1|0.91|1|UT30|45806|3739|1.179|3402.49|4408.281|-1005.791
4055RUPLUS|4000142525|50630|USIV|52404|VN|0|3|1|0.821|1|USRE|54660|376|0.873|308.696|328.248|-19.552
